Train Number,Date,Distance,Weather,FestivalImpact,TimeOfDay,DelayMinutes
12801,2024-07-04,1860,Storm,None,Morning,128
12801,2024-07-05,1860,Clear,FestivalDay,Evening,81
12801,2024-07-06,1860,Fog,None,Day,69
12801,2024-07-07,1860,Clear,None,Night,50
12801,2024-07-08,1860,Fog,FestivalEve,Morning,95
12801,2024-07-09,1860,Fog,FestivalEve,Evening,96
12801,2024-07-10,1860,Clear,FestivalDay,Evening,74
12801,2024-07-11,1860,Rain,FestivalDay,Night,70
12801,2024-07-12,1860,Storm,FestivalDay,Evening,157
12801,2024-07-13,1860,Fog,FestivalEve,Night,94
12801,2024-07-14,1860,Storm,FestivalDay,Evening,173
12801,2024-07-15,1860,Storm,None,Morning,143
12801,2024-07-16,1860,Storm,None,Night,106
12801,2024-07-17,1860,Storm,None,Morning,96
12801,2024-07-18,1860,Rain,FestivalDay,Morning,86
12801,2024-07-19,1860,Clear,FestivalEve,Morning,81
12801,2024-07-20,1860,Clear,None,Evening,59
12801,2024-07-21,1860,Storm,FestivalDay,Day,121
12801,2024-07-22,1860,Storm,FestivalDay,Morning,136
12801,2024-07-23,1860,Fog,FestivalDay,Evening,100
12801,2024-07-24,1860,Rain,None,Evening,57
12801,2024-07-25,1860,Storm,FestivalDay,Morning,159
12801,2024-07-26,1860,Fog,FestivalEve,Evening,120
12801,2024-07-27,1860,Rain,None,Evening,78
12801,2024-07-28,1860,Storm,None,Morning,97
12801,2024-07-29,1860,Rain,FestivalEve,Morning,88
12801,2024-07-30,1860,Fog,FestivalEve,Night,104
12801,2024-07-31,1860,Clear,FestivalEve,Day,83
12801,2024-08-01,1860,Clear,None,Night,50
12801,2024-08-02,1860,Storm,FestivalEve,Night,179
12801,2024-08-03,1860,Rain,None,Day,76
12801,2024-08-04,1860,Fog,None,Morning,91
12801,2024-08-05,1860,Fog,FestivalDay,Evening,113
12801,2024-08-06,1860,Fog,None,Morning,68
12801,2024-08-07,1860,Storm,FestivalDay,Night,122
12801,2024-08-08,1860,Clear,FestivalDay,Morning,52
12801,2024-08-09,1860,Clear,FestivalEve,Day,86
12801,2024-08-10,1860,Rain,FestivalEve,Evening,94
12801,2024-08-11,1860,Rain,FestivalDay,Day,99
12801,2024-08-12,1860,Storm,FestivalDay,Evening,161
12801,2024-08-13,1860,Clear,FestivalEve,Evening,93
12801,2024-08-14,1860,Storm,FestivalDay,Morning,123
12801,2024-08-15,1860,Fog,None,Night,72
12801,2024-08-16,1860,Storm,FestivalDay,Evening,120
12801,2024-08-17,1860,Fog,FestivalEve,Day,110
12801,2024-08-18,1860,Fog,FestivalDay,Morning,99
12801,2024-08-19,1860,Storm,None,Evening,117
12801,2024-08-20,1860,Rain,FestivalEve,Day,94
12801,2024-08-21,1860,Storm,FestivalDay,Night,120
12801,2024-08-22,1860,Storm,None,Morning,112
12801,2024-08-23,1860,Fog,FestivalEve,Morning,82
12801,2024-08-24,1860,Fog,FestivalEve,Day,101
12801,2024-08-25,1860,Fog,FestivalDay,Day,93
12801,2024-08-26,1860,Storm,FestivalEve,Evening,154
12801,2024-08-27,1860,Clear,None,Night,28
12801,2024-08-28,1860,Storm,None,Evening,151
12801,2024-08-29,1860,Clear,FestivalEve,Morning,72
12801,2024-08-30,1860,Clear,FestivalEve,Night,92
12801,2024-08-31,1860,Storm,FestivalDay,Night,152
12801,2024-09-01,1860,Fog,FestivalEve,Day,108
12801,2024-09-02,1860,Storm,FestivalEve,Night,154
12801,2024-09-03,1860,Clear,None,Evening,49
12801,2024-09-04,1860,Rain,FestivalDay,Evening,111
12801,2024-09-05,1860,Clear,FestivalDay,Night,78
12801,2024-09-06,1860,Clear,FestivalDay,Day,68
12801,2024-09-07,1860,Rain,FestivalEve,Day,118
12801,2024-09-08,1860,Clear,FestivalEve,Morning,62
12801,2024-09-09,1860,Fog,FestivalEve,Evening,119
12801,2024-09-10,1860,Clear,FestivalDay,Night,48
12801,2024-09-11,1860,Storm,FestivalDay,Night,158
12801,2024-09-12,1860,Clear,FestivalEve,Day,60
12801,2024-09-13,1860,Clear,FestivalEve,Evening,92
12801,2024-09-14,1860,Storm,FestivalEve,Evening,141
12801,2024-09-15,1860,Storm,FestivalEve,Day,145
12801,2024-09-16,1860,Fog,FestivalDay,Day,119
12801,2024-09-17,1860,Rain,FestivalDay,Night,64
12801,2024-09-18,1860,Fog,FestivalEve,Morning,100
12801,2024-09-19,1860,Rain,FestivalDay,Morning,71
12801,2024-09-20,1860,Storm,FestivalDay,Day,120
12801,2024-09-21,1860,Storm,FestivalDay,Morning,128
12801,2024-09-22,1860,Rain,None,Day,47
12801,2024-09-23,1860,Clear,None,Night,50
12801,2024-09-24,1860,Clear,None,Evening,61
12801,2024-09-25,1860,Rain,None,Evening,74
12801,2024-09-26,1860,Fog,None,Evening,96
12801,2024-09-27,1860,Rain,FestivalDay,Day,90
12801,2024-09-28,1860,Clear,FestivalEve,Night,72
12801,2024-09-29,1860,Storm,FestivalDay,Morning,166
12801,2024-09-30,1860,Rain,FestivalEve,Night,80
12801,2024-10-01,1860,Clear,None,Morning,46
12801,2024-10-02,1860,Storm,FestivalDay,Day,129
12801,2024-10-03,1860,Clear,FestivalDay,Evening,96
12801,2024-10-04,1860,Fog,FestivalDay,Night,105
12801,2024-10-05,1860,Storm,None,Morning,103
12801,2024-10-06,1860,Rain,FestivalDay,Night,98
12801,2024-10-07,1860,Rain,FestivalDay,Night,104
12801,2024-10-08,1860,Fog,FestivalDay,Evening,119
12801,2024-10-09,1860,Clear,FestivalEve,Day,92
12801,2024-10-10,1860,Storm,None,Night,94
12801,2024-10-11,1860,Storm,FestivalDay,Night,139
12801,2024-10-12,1860,Storm,FestivalDay,Evening,135
12801,2024-10-13,1860,Fog,None,Morning,71
12801,2024-10-14,1860,Clear,FestivalDay,Day,60
12801,2024-10-15,1860,Fog,FestivalEve,Night,120
12801,2024-10-16,1860,Storm,None,Day,129
12801,2024-10-17,1860,Fog,FestivalDay,Day,113
12801,2024-10-18,1860,Rain,None,Day,51
12801,2024-10-19,1860,Rain,None,Night,66
12801,2024-10-20,1860,Storm,None,Evening,144
12801,2024-10-21,1860,Fog,None,Morning,83
12801,2024-10-22,1860,Fog,None,Day,75
12801,2024-10-23,1860,Storm,FestivalDay,Day,134
12801,2024-10-24,1860,Storm,FestivalEve,Night,133
12801,2024-10-25,1860,Clear,FestivalDay,Day,68
12801,2024-10-26,1860,Rain,FestivalEve,Day,100
12801,2024-10-27,1860,Storm,None,Day,116
12801,2024-10-28,1860,Rain,None,Day,64
12801,2024-10-29,1860,Fog,FestivalDay,Night,76
12801,2024-10-30,1860,Fog,FestivalDay,Day,103
12801,2024-10-31,1860,Rain,None,Evening,79
12801,2024-11-01,1860,Storm,FestivalDay,Day,121
12801,2024-11-02,1860,Clear,FestivalEve,Morning,62
12801,2024-11-03,1860,Fog,None,Night,53
12801,2024-11-04,1860,Clear,None,Night,37
12801,2024-11-05,1860,Fog,None,Morning,72
12801,2024-11-06,1860,Fog,FestivalEve,Evening,110
12801,2024-11-07,1860,Storm,FestivalEve,Day,116
12801,2024-11-08,1860,Storm,FestivalEve,Evening,119
12801,2024-11-09,1860,Rain,FestivalDay,Evening,93
12801,2024-11-10,1860,Clear,None,Day,58
12801,2024-11-11,1860,Rain,None,Morning,56
12801,2024-11-12,1860,Clear,None,Day,31
12801,2024-11-13,1860,Storm,FestivalEve,Morning,149
12801,2024-11-14,1860,Clear,FestivalEve,Evening,84
12801,2024-11-15,1860,Fog,FestivalEve,Day,126
12801,2024-11-16,1860,Fog,FestivalDay,Morning,96
12801,2024-11-17,1860,Rain,FestivalEve,Day,94
12801,2024-11-18,1860,Clear,FestivalEve,Evening,97
12801,2024-11-19,1860,Fog,FestivalEve,Evening,119
12801,2024-11-20,1860,Storm,FestivalEve,Morning,105
12801,2024-11-21,1860,Fog,None,Evening,64
12801,2024-11-22,1860,Rain,None,Morning,69
12801,2024-11-23,1860,Rain,FestivalDay,Morning,92
12801,2024-11-24,1860,Rain,FestivalEve,Day,78
12801,2024-11-25,1860,Rain,None,Morning,58
12801,2024-11-26,1860,Fog,None,Morning,78
12801,2024-11-27,1860,Rain,FestivalEve,Day,109
12801,2024-11-28,1860,Storm,FestivalDay,Night,153
12801,2024-11-29,1860,Storm,FestivalEve,Evening,192
12801,2024-11-30,1860,Fog,FestivalDay,Evening,106
12801,2024-12-01,1860,Rain,FestivalDay,Night,70
12801,2024-12-02,1860,Rain,FestivalDay,Day,89
12801,2024-12-03,1860,Storm,None,Morning,100
12801,2024-12-04,1860,Rain,FestivalDay,Evening,76
12801,2024-12-05,1860,Storm,None,Evening,126
12801,2024-12-06,1860,Clear,FestivalDay,Night,50
12801,2024-12-07,1860,Clear,None,Night,50
12801,2024-12-08,1860,Rain,FestivalEve,Day,103
12801,2024-12-09,1860,Rain,FestivalDay,Night,75
12801,2024-12-10,1860,Fog,None,Evening,78
12801,2024-12-11,1860,Rain,FestivalEve,Night,92
12801,2024-12-12,1860,Fog,FestivalDay,Evening,102
12801,2024-12-13,1860,Fog,None,Evening,102
12801,2024-12-14,1860,Clear,None,Night,36
12801,2024-12-15,1860,Fog,FestivalEve,Night,96
12801,2024-12-16,1860,Clear,FestivalDay,Evening,86
12801,2024-12-17,1860,Fog,None,Evening,97
12801,2024-12-18,1860,Clear,FestivalDay,Morning,56
12801,2024-12-19,1860,Rain,None,Day,82
12801,2024-12-20,1860,Storm,FestivalDay,Night,164
12801,2024-12-21,1860,Storm,FestivalEve,Morning,150
12801,2024-12-22,1860,Clear,FestivalDay,Night,62
12801,2024-12-23,1860,Rain,FestivalDay,Morning,83
12801,2024-12-24,1860,Rain,FestivalEve,Morning,83
12801,2024-12-25,1860,Rain,FestivalEve,Evening,101
12801,2024-12-26,1860,Fog,FestivalDay,Evening,86
12801,2024-12-27,1860,Fog,FestivalEve,Day,143
12801,2024-12-28,1860,Storm,None,Night,79
12801,2024-12-29,1860,Storm,FestivalDay,Morning,151
12801,2024-12-30,1860,Storm,None,Day,118
12801,2024-12-31,1860,Storm,None,Night,101
12860,2024-01-01,1979,Clear,FestivalEve,Day,91
12860,2024-01-02,1979,Rain,None,Morning,54
12860,2024-01-03,1979,Rain,FestivalDay,Evening,87
12860,2024-01-04,1979,Fog,FestivalEve,Morning,88
12860,2024-01-05,1979,Fog,FestivalEve,Day,101
12860,2024-01-06,1979,Fog,FestivalEve,Morning,116
12860,2024-01-07,1979,Storm,FestivalEve,Day,154
12860,2024-01-08,1979,Storm,FestivalEve,Morning,124
12860,2024-01-09,1979,Storm,FestivalEve,Morning,116
12860,2024-01-10,1979,Clear,FestivalDay,Night,67
12860,2024-01-11,1979,Rain,FestivalDay,Day,99
12860,2024-01-12,1979,Fog,FestivalDay,Morning,102
12860,2024-01-13,1979,Clear,None,Day,64
12860,2024-01-14,1979,Rain,None,Day,57
12860,2024-01-15,1979,Clear,FestivalDay,Night,55
12860,2024-01-16,1979,Clear,FestivalDay,Day,57
12860,2024-01-17,1979,Fog,None,Evening,63
12860,2024-01-18,1979,Fog,FestivalDay,Morning,88
12860,2024-01-19,1979,Fog,FestivalDay,Morning,101
12860,2024-01-20,1979,Clear,FestivalDay,Morning,70
12860,2024-01-21,1979,Storm,FestivalEve,Day,132
12860,2024-01-22,1979,Fog,None,Night,78
12860,2024-01-23,1979,Clear,FestivalDay,Morning,59
12860,2024-01-24,1979,Fog,FestivalDay,Night,105
12860,2024-01-25,1979,Storm,FestivalEve,Evening,155
12860,2024-01-26,1979,Clear,FestivalEve,Morning,68
12860,2024-01-27,1979,Rain,None,Morning,60
12860,2024-01-28,1979,Clear,FestivalDay,Evening,98
12860,2024-01-29,1979,Clear,FestivalEve,Night,59
12860,2024-01-30,1979,Storm,None,Evening,132
12860,2024-01-31,1979,Rain,None,Day,85
12860,2024-02-01,1979,Rain,FestivalEve,Morning,79
12860,2024-02-02,1979,Fog,FestivalEve,Night,104
12860,2024-02-03,1979,Rain,FestivalEve,Night,69
12860,2024-02-04,1979,Rain,FestivalDay,Evening,97
12860,2024-02-05,1979,Storm,None,Day,125
12860,2024-02-06,1979,Fog,FestivalEve,Evening,112
12860,2024-02-07,1979,Fog,FestivalDay,Day,105
12860,2024-02-08,1979,Clear,FestivalEve,Evening,97
12860,2024-02-09,1979,Rain,None,Evening,85
12860,2024-02-10,1979,Storm,None,Day,121
12860,2024-02-11,1979,Fog,None,Day,70
12860,2024-02-12,1979,Fog,FestivalEve,Morning,97
12860,2024-02-13,1979,Storm,None,Day,99
12860,2024-02-14,1979,Rain,FestivalDay,Day,86
12860,2024-02-15,1979,Clear,FestivalDay,Day,73
12860,2024-02-16,1979,Rain,None,Morning,52
12860,2024-02-17,1979,Rain,None,Night,73
12860,2024-02-18,1979,Fog,None,Day,80
12860,2024-02-19,1979,Fog,FestivalDay,Night,99
12860,2024-02-20,1979,Clear,None,Evening,74
12860,2024-02-21,1979,Storm,FestivalEve,Evening,175
12860,2024-02-22,1979,Rain,FestivalDay,Night,102
12860,2024-02-23,1979,Rain,FestivalEve,Morning,94
12860,2024-02-24,1979,Clear,None,Evening,48
12860,2024-02-25,1979,Storm,None,Morning,111
12860,2024-02-26,1979,Rain,None,Morning,66
12860,2024-02-27,1979,Rain,FestivalDay,Evening,104
12860,2024-02-28,1979,Storm,None,Day,121
12860,2024-02-29,1979,Rain,FestivalDay,Day,96
12860,2024-03-01,1979,Fog,FestivalEve,Evening,138
12860,2024-03-02,1979,Fog,FestivalEve,Morning,115
12860,2024-03-03,1979,Fog,FestivalEve,Night,101
12860,2024-03-04,1979,Clear,FestivalEve,Morning,78
12860,2024-03-05,1979,Fog,FestivalEve,Evening,137
12860,2024-03-06,1979,Fog,None,Night,78
12860,2024-03-07,1979,Clear,FestivalDay,Night,54
12860,2024-03-08,1979,Storm,FestivalDay,Morning,149
12860,2024-03-09,1979,Rain,FestivalDay,Day,101
12860,2024-03-10,1979,Storm,FestivalDay,Night,171
12860,2024-03-11,1979,Storm,None,Day,107
12860,2024-03-12,1979,Rain,FestivalEve,Evening,105
12860,2024-03-13,1979,Clear,FestivalDay,Night,54
12860,2024-03-14,1979,Clear,FestivalDay,Morning,72
12860,2024-03-15,1979,Storm,FestivalEve,Evening,165
12860,2024-03-16,1979,Fog,FestivalEve,Evening,110
12860,2024-03-17,1979,Fog,None,Night,98
12860,2024-03-18,1979,Clear,FestivalEve,Morning,72
12860,2024-03-19,1979,Storm,FestivalEve,Night,156
12860,2024-03-20,1979,Storm,FestivalDay,Night,98
12860,2024-03-21,1979,Fog,None,Evening,97
12860,2024-03-22,1979,Fog,None,Morning,98
12860,2024-03-23,1979,Rain,FestivalEve,Night,112
12860,2024-03-24,1979,Storm,FestivalEve,Morning,111
12860,2024-03-25,1979,Storm,None,Evening,147
12860,2024-03-26,1979,Clear,None,Evening,50
12860,2024-03-27,1979,Storm,None,Day,101
12860,2024-03-28,1979,Rain,FestivalEve,Day,121
12860,2024-03-29,1979,Rain,FestivalDay,Morning,97
12860,2024-03-30,1979,Fog,FestivalDay,Night,81
12860,2024-03-31,1979,Clear,FestivalDay,Morning,63
12860,2024-04-01,1979,Storm,FestivalEve,Day,144
12860,2024-04-02,1979,Rain,FestivalDay,Day,78
12860,2024-04-03,1979,Rain,FestivalDay,Night,87
12860,2024-04-04,1979,Fog,None,Morning,92
12860,2024-04-05,1979,Clear,None,Night,37
12860,2024-04-06,1979,Rain,None,Evening,86
12860,2024-04-07,1979,Storm,FestivalEve,Night,109
12860,2024-04-08,1979,Fog,FestivalDay,Evening,123
12860,2024-04-09,1979,Clear,None,Night,56
12860,2024-04-10,1979,Clear,FestivalDay,Morning,59
12860,2024-04-11,1979,Fog,FestivalDay,Day,100
12860,2024-04-12,1979,Rain,FestivalDay,Morning,89
12860,2024-04-13,1979,Fog,FestivalEve,Night,100
12860,2024-04-14,1979,Fog,FestivalEve,Day,127
12860,2024-04-15,1979,Rain,None,Night,57
12860,2024-04-16,1979,Rain,FestivalDay,Evening,90
12860,2024-04-17,1979,Fog,None,Night,85
12860,2024-04-18,1979,Storm,None,Day,81
12860,2024-04-19,1979,Storm,FestivalDay,Day,167
12860,2024-04-20,1979,Storm,FestivalDay,Day,157
12860,2024-04-21,1979,Rain,FestivalDay,Evening,93
12860,2024-04-22,1979,Fog,None,Morning,68
12860,2024-04-23,1979,Fog,FestivalEve,Evening,119
12860,2024-04-24,1979,Fog,FestivalDay,Evening,115
12860,2024-04-25,1979,Storm,FestivalEve,Evening,168
12860,2024-04-26,1979,Rain,FestivalEve,Morning,80
12860,2024-04-27,1979,Clear,FestivalDay,Day,63
12860,2024-04-28,1979,Rain,FestivalDay,Evening,91
12860,2024-04-29,1979,Rain,FestivalDay,Night,69
12860,2024-04-30,1979,Clear,FestivalDay,Evening,65
12860,2024-05-01,1979,Clear,FestivalDay,Night,66
12860,2024-05-02,1979,Rain,None,Morning,63
12860,2024-05-03,1979,Clear,FestivalEve,Evening,91
12860,2024-05-04,1979,Clear,FestivalEve,Day,93
12860,2024-05-05,1979,Fog,FestivalEve,Night,111
12860,2024-05-06,1979,Rain,FestivalEve,Evening,104
12860,2024-05-07,1979,Rain,FestivalEve,Morning,84
12860,2024-05-08,1979,Fog,None,Evening,80
12860,2024-05-09,1979,Clear,FestivalEve,Night,54
12860,2024-05-10,1979,Storm,None,Day,123
12860,2024-05-11,1979,Clear,None,Evening,58
12860,2024-05-12,1979,Storm,None,Day,114
12860,2024-05-13,1979,Clear,FestivalEve,Evening,91
12860,2024-05-14,1979,Storm,FestivalDay,Night,135
12860,2024-05-15,1979,Fog,None,Morning,81
12860,2024-05-16,1979,Rain,FestivalEve,Evening,77
12860,2024-05-17,1979,Clear,None,Evening,70
12860,2024-05-18,1979,Fog,FestivalDay,Morning,106
12860,2024-05-19,1979,Clear,FestivalDay,Evening,99
12860,2024-05-20,1979,Clear,FestivalDay,Evening,87
12860,2024-05-21,1979,Fog,FestivalEve,Day,114
12860,2024-05-22,1979,Rain,FestivalEve,Morning,86
12860,2024-05-23,1979,Fog,None,Evening,92
12860,2024-05-24,1979,Rain,FestivalDay,Night,71
12860,2024-05-25,1979,Rain,FestivalDay,Night,81
12860,2024-05-26,1979,Storm,FestivalDay,Morning,150
12860,2024-05-27,1979,Rain,None,Evening,67
12860,2024-05-28,1979,Rain,None,Morning,65
12860,2024-05-29,1979,Rain,FestivalDay,Morning,71
12860,2024-05-30,1979,Clear,None,Day,31
12860,2024-05-31,1979,Storm,None,Morning,86
12860,2024-06-01,1979,Clear,None,Day,50
12860,2024-06-02,1979,Fog,None,Day,93
12860,2024-06-03,1979,Storm,FestivalDay,Day,142
12860,2024-06-04,1979,Storm,FestivalEve,Night,141
12860,2024-06-05,1979,Clear,FestivalEve,Day,97
12860,2024-06-06,1979,Fog,FestivalDay,Day,117
12860,2024-06-07,1979,Rain,None,Night,66
12860,2024-06-08,1979,Clear,FestivalDay,Morning,74
12860,2024-06-09,1979,Fog,FestivalDay,Morning,74
12860,2024-06-10,1979,Storm,None,Evening,141
12860,2024-06-11,1979,Clear,FestivalEve,Day,83
12860,2024-06-12,1979,Rain,FestivalEve,Night,88
12860,2024-06-13,1979,Clear,None,Morning,46
12860,2024-06-14,1979,Storm,FestivalDay,Day,105
12860,2024-06-15,1979,Storm,FestivalEve,Night,165
12860,2024-06-16,1979,Storm,FestivalEve,Evening,147
12860,2024-06-17,1979,Clear,None,Day,46
12860,2024-06-18,1979,Storm,None,Night,97
12860,2024-06-19,1979,Clear,FestivalEve,Evening,97
12860,2024-06-20,1979,Rain,FestivalDay,Morning,102
12860,2024-06-21,1979,Fog,None,Morning,82
12860,2024-06-22,1979,Fog,FestivalDay,Morning,103
12860,2024-06-23,1979,Clear,FestivalDay,Evening,78
12860,2024-06-24,1979,Fog,FestivalDay,Morning,88
12860,2024-06-25,1979,Fog,FestivalEve,Morning,120
12860,2024-06-26,1979,Fog,None,Morning,66
12860,2024-06-27,1979,Rain,None,Day,61
12860,2024-06-28,1979,Storm,None,Day,110
12860,2024-06-29,1979,Fog,None,Day,71
12860,2024-06-30,1979,Clear,FestivalDay,Night,51
12860,2024-07-01,1979,Rain,None,Day,60
12860,2024-07-02,1979,Storm,FestivalEve,Evening,121
12860,2024-07-03,1979,Fog,FestivalDay,Night,105
12860,2024-07-04,1979,Storm,None,Day,105
12860,2024-07-05,1979,Fog,FestivalDay,Day,105
12860,2024-07-06,1979,Storm,FestivalEve,Evening,174
12860,2024-07-07,1979,Fog,FestivalEve,Evening,119
12860,2024-07-08,1979,Rain,FestivalEve,Night,83
12860,2024-07-09,1979,Fog,None,Night,76
12860,2024-07-10,1979,Storm,None,Evening,87
12860,2024-07-11,1979,Rain,FestivalDay,Morning,81
12860,2024-07-12,1979,Fog,None,Day,94
12860,2024-07-13,1979,Fog,FestivalDay,Morning,85
12860,2024-07-14,1979,Storm,FestivalDay,Day,107
12860,2024-07-15,1979,Rain,None,Evening,90
12860,2024-07-16,1979,Rain,FestivalDay,Night,68
12860,2024-07-17,1979,Clear,FestivalEve,Night,71
12860,2024-07-18,1979,Clear,FestivalDay,Night,74
12860,2024-07-19,1979,Fog,FestivalDay,Evening,127
12860,2024-07-20,1979,Storm,FestivalEve,Morning,150
12860,2024-07-21,1979,Fog,FestivalDay,Morning,101
12860,2024-07-22,1979,Fog,FestivalDay,Night,86
12860,2024-07-23,1979,Rain,FestivalEve,Evening,104
12860,2024-07-24,1979,Rain,FestivalEve,Day,109
12860,2024-07-25,1979,Rain,None,Morning,68
12860,2024-07-26,1979,Rain,FestivalDay,Evening,87
12860,2024-07-27,1979,Rain,FestivalEve,Morning,68
12860,2024-07-28,1979,Clear,None,Night,44
12860,2024-07-29,1979,Storm,FestivalEve,Day,127
12860,2024-07-30,1979,Fog,FestivalEve,Night,111
12860,2024-07-31,1979,Fog,FestivalDay,Evening,99
12860,2024-08-01,1979,Fog,FestivalEve,Day,106
12860,2024-08-02,1979,Storm,FestivalEve,Evening,156
12860,2024-08-03,1979,Clear,FestivalEve,Night,102
12860,2024-08-04,1979,Fog,FestivalDay,Evening,95
12860,2024-08-05,1979,Clear,None,Day,43
12860,2024-08-06,1979,Rain,FestivalEve,Night,82
12860,2024-08-07,1979,Storm,None,Evening,102
12860,2024-08-08,1979,Storm,FestivalEve,Day,166
12860,2024-08-09,1979,Rain,FestivalDay,Night,88
12860,2024-08-10,1979,Fog,None,Morning,88
12860,2024-08-11,1979,Clear,FestivalDay,Night,68
12860,2024-08-12,1979,Storm,FestivalDay,Night,131
12860,2024-08-13,1979,Rain,None,Morning,64
12860,2024-08-14,1979,Clear,FestivalEve,Morning,77
12860,2024-08-15,1979,Clear,FestivalEve,Day,93
12860,2024-08-16,1979,Fog,FestivalDay,Evening,102
12860,2024-08-17,1979,Clear,FestivalDay,Night,79
12860,2024-08-18,1979,Clear,None,Evening,64
12860,2024-08-19,1979,Fog,None,Morning,82
12860,2024-08-20,1979,Clear,FestivalDay,Morning,71
12860,2024-08-21,1979,Rain,FestivalDay,Night,69
12860,2024-08-22,1979,Fog,FestivalEve,Evening,118
12860,2024-08-23,1979,Clear,FestivalEve,Day,73
12860,2024-08-24,1979,Rain,None,Day,60
12860,2024-08-25,1979,Rain,FestivalEve,Night,81
12860,2024-08-26,1979,Rain,FestivalEve,Day,77
12860,2024-08-27,1979,Fog,FestivalDay,Night,91
12860,2024-08-28,1979,Rain,FestivalEve,Morning,98
12860,2024-08-29,1979,Rain,FestivalEve,Day,108
12860,2024-08-30,1979,Rain,FestivalDay,Night,79
12860,2024-08-31,1979,Rain,FestivalDay,Day,103
12860,2024-09-01,1979,Clear,None,Day,60
12860,2024-09-02,1979,Rain,FestivalEve,Day,113
12860,2024-09-03,1979,Storm,FestivalDay,Evening,149
12860,2024-09-04,1979,Clear,None,Night,49
12860,2024-09-05,1979,Fog,None,Morning,54
12860,2024-09-06,1979,Rain,FestivalDay,Night,78
12860,2024-09-07,1979,Fog,None,Day,72
12860,2024-09-08,1979,Rain,FestivalEve,Night,90
12860,2024-09-09,1979,Clear,FestivalDay,Evening,81
12860,2024-09-10,1979,Fog,FestivalDay,Evening,106
12860,2024-09-11,1979,Fog,FestivalDay,Morning,99
12860,2024-09-12,1979,Fog,FestivalEve,Day,116
12860,2024-09-13,1979,Rain,FestivalEve,Day,109
12860,2024-09-14,1979,Fog,None,Evening,101
12860,2024-09-15,1979,Clear,FestivalEve,Day,87
12860,2024-09-16,1979,Fog,FestivalDay,Night,85
12860,2024-09-17,1979,Fog,None,Night,68
12860,2024-09-18,1979,Fog,None,Day,63
12860,2024-09-19,1979,Storm,FestivalEve,Morning,121
12860,2024-09-20,1979,Storm,FestivalEve,Night,114
12860,2024-09-21,1979,Clear,None,Evening,73
12860,2024-09-22,1979,Clear,FestivalEve,Morning,66
12860,2024-09-23,1979,Rain,FestivalDay,Morning,81
12860,2024-09-24,1979,Fog,None,Day,91
12860,2024-09-25,1979,Fog,None,Evening,72
12860,2024-09-26,1979,Clear,FestivalEve,Morning,62
12860,2024-09-27,1979,Storm,FestivalDay,Night,154
12860,2024-09-28,1979,Rain,None,Night,65
12860,2024-09-29,1979,Fog,FestivalEve,Day,126
12860,2024-09-30,1979,Clear,FestivalDay,Night,48
12860,2024-10-01,1979,Clear,FestivalDay,Day,91
12860,2024-10-02,1979,Fog,FestivalDay,Evening,117
12860,2024-10-03,1979,Storm,FestivalDay,Morning,152
12860,2024-10-04,1979,Storm,FestivalDay,Night,163
12860,2024-10-05,1979,Storm,FestivalEve,Evening,193
12860,2024-10-06,1979,Clear,FestivalEve,Morning,65
12860,2024-10-07,1979,Rain,None,Day,77
12860,2024-10-08,1979,Rain,FestivalEve,Evening,125
12860,2024-10-09,1979,Rain,None,Morning,53
12860,2024-10-10,1979,Fog,FestivalEve,Morning,79
12860,2024-10-11,1979,Fog,None,Day,100
12860,2024-10-12,1979,Fog,FestivalDay,Morning,95
12860,2024-10-13,1979,Clear,None,Night,46
12860,2024-10-14,1979,Storm,None,Evening,116
12860,2024-10-15,1979,Clear,None,Evening,44
12860,2024-10-16,1979,Rain,None,Night,71
12860,2024-10-17,1979,Fog,FestivalDay,Night,112
12860,2024-10-18,1979,Fog,None,Day,99
12860,2024-10-19,1979,Fog,FestivalDay,Morning,116
12860,2024-10-20,1979,Fog,None,Morning,78
12860,2024-10-21,1979,Clear,FestivalDay,Day,61
12860,2024-10-22,1979,Rain,FestivalDay,Day,84
12860,2024-10-23,1979,Fog,None,Morning,73
12860,2024-10-24,1979,Rain,FestivalDay,Evening,93
12860,2024-10-25,1979,Storm,None,Day,92
12860,2024-10-26,1979,Clear,FestivalDay,Morning,83
12860,2024-10-27,1979,Storm,FestivalEve,Night,138
12860,2024-10-28,1979,Storm,None,Night,105
12860,2024-10-29,1979,Storm,FestivalEve,Night,153
12860,2024-10-30,1979,Storm,FestivalDay,Evening,141
12860,2024-10-31,1979,Clear,FestivalEve,Day,84
12860,2024-11-01,1979,Rain,FestivalEve,Night,106
12860,2024-11-02,1979,Storm,FestivalEve,Day,148
12860,2024-11-03,1979,Fog,FestivalDay,Day,92
12860,2024-11-04,1979,Fog,None,Night,54
12860,2024-11-05,1979,Clear,FestivalEve,Evening,96
12860,2024-11-06,1979,Fog,None,Evening,75
12860,2024-11-07,1979,Rain,None,Morning,74
12860,2024-11-08,1979,Fog,FestivalDay,Night,103
12860,2024-11-09,1979,Clear,FestivalDay,Night,69
12860,2024-11-10,1979,Storm,None,Day,91
12860,2024-11-11,1979,Storm,None,Day,106
12860,2024-11-12,1979,Rain,None,Morning,59
12860,2024-11-13,1979,Storm,None,Evening,116
12860,2024-11-14,1979,Fog,FestivalDay,Night,71
12860,2024-11-15,1979,Clear,None,Night,50
